,city,occupied,rescued,lat,lon
379,Карсава,1941-07-04,1944-07-27,56.78667,27.67389
380,Каунас,1941-06-23,1944-08-01,54.9,23.93333
381,Каховка,1941-08-30,1943-11-02,46.8,33.46667
382,Кедайняй,1941-06-25,1944-08-02,55.28333,23.96667
383,Кейла,1941-08-25,1944-09-23,59.30833,24.41667
384,Приозерск,1941-08-21,1944-09-24,61.03333,30.11667
385,Кибартай,1941-06-22,1944-10-18,54.63889,22.75556
386,Киев,1941-09-19,1943-11-06,50.45,30.51667
387,Килинги-Нымме,1941-07-07,1944-09-25,58.09,24.58
388,Ленинградская область,1941-08-16,1944-02-01,60.05,31.75
389,Киров,1941-10-04,1942-01-11,58.6,49.65
390,Кировоград,1941-08-04,1944-01-08,48.51,32.26667
391,Кисловодск,1942-08-10,1943-01-10,43.90333,42.72444
392,Кицмань,1941-07-05,1944-03-28,48.4425,25.76139
393,Кишинев,1941-07-16,1944-08-24,47.02278,28.83528
394,Клецк,1941-06-26,1944-07-04,53.06361,26.63722
395,Климовичи,1941-08-10,1943-09-28,53.61667,31.95
396,Клин,1941-11-23,1941-12-15,56.2002,36.4245
397,Клинцы,1941-08-20,1943-09-25,52.75278,32.23611
398,Кобеляки,1941-09-15,1943-09-25,49.147360237501,34.199270075853
399,Кобрин,1941-06-23,1944-07-20,52.2,24.35
400,Ковель,1941-06-28,1944-07-06,51.21667,24.71667
401,Козельск,1941-10-08,1941-12-28,54.03333,35.78333
402,Приморск,1941-09-02,1944-06-18,60.2158,28.3649
403,Коломыя,1941-07-04,1944-03-28,48.51667,25.03333
404,Комарно,1941-06-30,1944-07-29,49.375,23.4211
405,Кондопога,1941-11-03,1944-06-28,62.2,34.26667
406,Кондрово,1941-10-09,1942-01-19,54.8,35.93333
407,Конотоп,1941-09-03,1943-09-06,51.23693688586,33.202706157203
408,Константиновка,1941-10-28,1943-09-06,48.53333,37.71667
409,Корец,1941-07-05,1944-01-12,50.61667,27.16667
410,Короча,1942-07-01,1943-02-07,50.81361,37.18139
411,Корсунь-Шевченковский,1941-07-30,1944-02-14,49.2534,31.165
412,Косов,1941-07-01,1944-03-31,48.315,25.09528
413,Коссово,1941-06-26,1944-07-11,52.75,25.15
414,Костополь,1941-07-05,1944-01-14,50.88333,26.44306
415,Костюковичи,1941-08-14,1943-09-28,53.33889,32.04611
416,Котельниково,1942-08-02,1942-12-29,47.63333,43.13333
417,Котовск,1941-08-05,1944-03-31,52.58333,41.5
418,Краслава,1941-07-05,1944-07-22,55.89556,27.16444
419,Гатчина,1941-09-13,1944-01-26,59.56841,30.122892
420,Красногоровка,1941-10-19,1943-09-10,48.0,37.31
421,Красноград,1941-09-20,1943-09-19,49.371944444444,35.456944444444
422,Краснодар,1942-08-12,1943-02-12,45.03333,38.98333
423,Краснодон,1942-07-19,1943-02-14,48.3,39.73333
424,Красное,1941-06-30,1944-07-17,46.382,29.493
425,Красное село,1941-09-12,1944-01-19,59.73333,30.08333
426,Красный Лиман,1942-07-08,1943-01-31,48.59,37.485
427,Красный Луч,1942-07-19,1943-09-01,48.0717,38.5643
428,Красный Сулин,1942-07-21,1943-02-14,47.53,40.04
429,Кременец,1941-07-02,1944-03-19,50.097451401565,25.735096191342
430,Кременная,1942-07-10,1943-01-31,49.05,38.21667
431,Кременчуг,1941-09-08,1943-09-29,49.0775,33.42389
432,Кретинга,1941-06-22,1944-10-10,55.8942111,21.2471722
433,Кривой Рог,1941-08-15,1944-02-22,47.5431,33.2036
434,Кричев,1941-07-17,1943-09-29,53.71944,31.71389
435,Кролевец,1941-09-03,1943-09-01,51.552868409242,33.382509437934
436,Кулагино,1941-07-15,1943-09-16,51.5317,53.3903
437,Кулдига,1941-07-01,1945-05-09,56.96722,21.97
438,Кунда,1941-08-07,1944-09-21,59.5,26.53333
439,Купянск,1942-06-24,1943-02-03,49.706388888889,37.616666666667
440,Кингисепп,1941-09-22,1944-10-07,59.36667,28.6
441,Курск,1941-11-04,1943-02-08,51.71667,36.18333
442,Кярдла,1941-10-16,1944-10-02,58.99444,22.75
443,Лаздияй,1941-06-22,1944-07-31,54.2318917,23.5169583
444,Леово,1941-07-15,1944-08-25,46.47861,28.25528
445,Лиепая,1941-06-27,1945-05-09,56.50833,21.01111
446,Лепель,1941-07-03,1944-06-28,54.875,28.69444
447,Ливаны,1941-06-29,1944-08-01,56.35389,26.17611
448,Ливны,1941-11-26,1941-12-25,52.425306,37.608306
449,Лида,1941-06-27,1944-07-09,53.88722,25.30278
450,Лимбажи,1941-07-04,1944-09-26,57.51472,24.71306
451,Лиозно,1941-07-17,1943-10-08,55.01667,30.8
452,Чекалин,1941-10-19,1941-12-26,54.06,36.15
453,Ломоносово,1941-07-15,1943-08-01,64.1351,41.4325
454,Лохвица,1941-09-13,1943-09-13,50.36104609592,33.26517113091
455,Лубны,1941-09-13,1943-09-18,50.018564129341,32.986860348473
456,Луга,1941-08-24,1944-02-12,58.73333,29.85
457,Лудза,1941-07-04,1944-07-23,56.54389,27.72111
458,Лунинец,1941-07-10,1944-07-10,52.25,26.8
459,Луцк,1941-06-25,1944-02-02,50.74778,25.32444
460,Львов,1941-06-30,1944-07-27,49.83333,24
461,Льгов,1941-10-27,1943-03-03,51.66667,35.26667
462,Любань,1941-08-25,1944-01-28,52.4756,27.5948
463,Любомль,1941-06-25,1944-07-19,51.21583,24.04083
464,Ляховичи,1941-06-26,1944-07-05,53.03333,26.26667
465,Мадона,1941-07-02,1944-08-13,56.85417,26.22
466,Мажейкяй,1941-06-26,1944-10-31,56.31111,22.33611
467,Мазсалаца,1941-07-04,1944-09-25,57.86667,25.05
468,Майкоп,1942-08-10,1943-01-29,44.611,40.111
469,Макеевка,1941-10-22,1943-09-06,48.05556,37.96111
470,Малая Вишера,1941-10-24,1941-11-20,58.51,32.13
471,Малгобек,1942-09-12,1943-01-03,43.508882,44.585563
472,Малин,1941-07-29,1943-11-12,50.4608,29.1612
473,Малоархангельск,1941-11-11,1943-02-23,52.24,36.3
474,Малоярославец,1941-10-18,1942-01-02,55,36.46667
475,Марганец,1941-08-17,1944-02-05,47.3853,34.37
476,Жданов,1941-10-08,1943-09-10,50.4514,36.3109
477,Мга,1941-09-02,1944-01-21,59.4527,31.0342
478,Мглин,1941-08-16,1943-09-22,53.06111,32.84833
479,Медвежьегорск,1941-12-06,1944-06-23,62.91667,34.45
480,Медынь,1941-10-11,1942-01-14,54.96667,35.86667
481,Мелитополь,1941-10-06,1943-10-23,46.83333,35.36667
482,Мещовск,1941-10-07,1942-01-06,54.31667,35.28333
483,Миллерово,1942-07-16,1943-01-17,48.91667,40.4
484,Минеральные воды,1942-08-10,1943-01-12,44.20083,43.1125
485,Минск,1941-06-28,1944-07-03,53.91667,27.55
486,Миргород,1941-09-13,1943-09-18,49.96,33.61
487,Михайлов,1941-11-24,1941-12-07,54.14,39.02
488,Могилев,1941-07-26,1944-06-28,53.91667,30.35
489,Могилев-Подольский,1941-07-19,1944-03-19,48.27,27.47
490,Можайск,1941-10-18,1942-01-20,55.5,36.03333
491,Моздок,1942-08-25,1943-01-03,43.74722,44.65694
492,Мозырь,1941-08-22,1944-01-14,52.05,29.23333
493,Молодечно,1941-06-26,1944-07-05,54.31361,26.85167
494,Молочанск,1941-10-05,1943-09-21,47.203786227815,35.598546504217
495,Морозовск,1942-07-15,1943-01-05,48.35,41.83333
496,Мосальск,1941-10-06,1942-01-08,54.48333,34.98333
497,Моспино,1941-10-24,1943-09-06,47.87833,38.06444
498,Мостиска,1941-06-25,1944-07-24,49.79417,23.1525
499,Великие Мосты,1941-06-27,1944-07-18,50.1424,24.0822
500,Мстиславль,1941-07-14,1943-09-28,54.01667,31.71667
501,Муствеэ,1941-07-25,1944-09-19,58.85,26.95
502,Мценск,1941-10-11,1943-07-20,53.27833,36.575
503,Мыйзакюла,1941-07-07,1944-09-25,58.08333,25.18333
504,Нальчик,1942-10-28,1943-01-04,43.485259,43.607072
505,Нарва,1941-08-17,1944-07-26,59.36667,28.18333
506,Кудиркос-Науместис,1941-06-22,1944-10-16,54.463,22.52
507,Невель,1941-07-16,1943-10-06,56.01667,29.93333
508,Невинномысск,1942-08-07,1943-01-20,44.63333,41.93333
509,Нежин,1941-09-13,1943-09-15,51.05,31.9
510,Несвиж,1941-06-28,1944-07-04,53.21667,26.66667
511,Львовская область,1941-07-01,1944-07-29,49.7175,23.95028
512,Николаевская область,1941-08-17,1944-03-28,47.43,31.8
513,Никополь,1941-08-17,1944-02-08,47.3438,34.2127
514,Новгород,1941-08-19,1944-01-20,58.525,31.275
515,Новгород-Северский,1941-08-26,1943-09-16,51.59,33.16
516,Светловодск,1941-08-07,1943-12-02,49.05028,33.22722
517,Новоград-Волынский,1941-07-10,1944-01-03,50.35,27.38
518,Новогрудок,1941-07-04,1944-07-08,53.58333,25.81667
519,Новозыбков,1941-08-16,1943-09-25,52.53333,31.93333
520,Новомосковск,1941-09-27,1943-09-22,54.02,38.16
521,Новоржев,1941-07-17,1944-02-29,57.03333,29.33333
522,Новоселица,1941-07-05,1944-03-31,48.21667,26.26667
523,Новосиль,1941-11-13,1941-12-27,52.96667,37.05
524,Новосокольники,1941-07-25,1944-01-29,56.33333,30.15
525,Новоукраинка,1941-08-05,1944-03-17,48.1856,31.3137
526,Новочеркасск,1942-07-22,1943-02-13,47.43583,40.09861
527,Новошахтинск,1942-07-21,1943-02-13,47.76667,39.91667
528,Новоэкономическое,1941-10-19,1943-09-07,48.194,37.1955
529,Новый Буг,1941-08-14,1944-03-08,47.41,32.3
530,Новый Оскол,1942-07-03,1943-01-28,50.46,37.52
531,Обоянь,1941-11-16,1943-02-18,51.21111,36.27639
532,Овруч,1941-08-22,1943-11-18,51.32444,28.80806
533,Огре,1941-07-01,1944-10-08,56.81694,24.60472
534,Олонец,1941-09-06,1944-06-25,60.98333,32.96667
535,Опочка,1941-07-08,1944-07-15,56.71667,28.65
536,Оргеев,1941-07-15,1944-04-06,47.38306,28.82306
537,Енакиево,1941-10-31,1943-09-03,48.23111,38.20528
538,Орел,1941-10-03,1943-08-05,52.58,36.05
539,Орехов,1941-10-04,1943-09-19,47.3404,35.4706
540,Орша,1941-07-16,1944-06-27,54.5,30.4
541,Бердянск,1941-10-07,1943-09-17,46.759787424073,36.784501356212
542,Осиповичи,1941-06-30,1944-06-28,53.3,28.65
543,Остров,1941-07-06,1944-07-21,57.2,28.21
544,Острог,1941-06-30,1944-01-27,50.2,26.31
545,Острогожск,1942-07-05,1943-01-20,50.86667,39.06667
546,Острополь,1941-07-09,1944-03-05,49.80639,27.55639
547,Отепя,1941-07-07,1944-08-23,58.05722,26.49833
548,Очаков,1941-08-21,1944-03-30,46.61861,31.53917
549,Ошмяны,1941-06-26,1944-07-07,54.41667,25.91667
550,Пайде,1941-08-03,1944-09-22,58.88333,25.56667
551,Паланга,1941-06-22,1944-10-10,55.91667,21.06389
552,Палдиски,1941-08-28,1944-09-24,59.35,24.05
553,Паневежис,1941-06-29,1944-07-22,55.725,24.36389
554,Панкратово,1941-07-15,1943-08-13,47.5145,31.0908
555,Перевальск,1942-07-13,1943-09-02,48.43333,38.81667
556,Ворошиловградская область,1942-07-12,1943-09-03,48.92,39.02
557,Николаевская область,1941-08-03,1944-03-22,47.43,31.8
558,Перемышляны,1941-07-01,1944-07-20,49.67,24.55944
559,Петродворец,1941-09-23,1944-01-19,59.88333,29.9
560,Петриков,1941-07-29,1944-06-29,52.13333,28.5
561,Петрозаводск,1941-10-02,1944-06-28,61.79611,34.34917
562,Печоры,1941-07-10,1944-08-14,57.81667,27.6
563,Пилтене,1941-07-01,1945-05-10,57.22556,21.67611
564,Пинск,1941-07-05,1944-07-14,52.11667,26.08333
565,Пирятин,1941-09-18,1943-09-18,50.240595467142,32.509299411314
566,Питкяранта,1941-07-17,1944-07-10,61.56667,31.48333
567,Плунге,1941-06-24,1944-10-08,55.91667,21.85
568,Плявиняс,1941-06-29,1944-09-17,56.61611,25.72167
569,Пологи,1941-10-05,1943-09-17,47.479576923285,36.261083114618
570,Полонное,1941-07-05,1944-01-09,50.11667,27.51667
571,Полоцк,1941-07-16,1944-07-04,55.48333,28.8
572,Полтава,1941-09-18,1943-09-23,49.57444,34.56861
573,Попасная,1941-11-18,1943-09-03,48.63333,38.38
574,Порхов,1941-07-11,1944-02-26,57.76667,29.55
575,Поставы,1941-07-06,1944-07-05,55.11667,26.83333
576,Почеп,1941-08-22,1943-09-21,52.93333,33.45
577,Починок,1941-07-17,1943-09-16,54.24,32.27
578,Прейли,1941-07-01,1944-07-28,56.29417,26.72472
579,Прилуки,1941-09-17,1943-09-18,50.6,32.4
580,Хмельницкий,1941-07-08,1944-03-25,49.2512,27.0
581,Прохладный,1942-08-31,1943-01-05,43.750055,44.033333
582,Пружаны,1941-06-23,1944-07-16,52.55667,24.46444
583,Псков,1941-07-09,1944-07-23,57.81667,28.33333
584,Пустошка,1941-07-16,1944-02-27,56.33333,29.36667
585,Путивль,1941-09-11,1943-09-02,51.334703448783,33.868636146704
586,Пушкин,1941-09-18,1944-01-24,59.43,30.25
587,Пылтсамаа,1941-07-11,1944-09-21,58.65,25.96667
588,Пярну,1941-07-09,1944-09-23,58.38472,24.51861
589,Пятигорск,1942-08-10,1943-01-11,44.0499664,43.0600548
590,Пятихатки,1941-08-13,1943-10-19,48.2445,33.4212
591,Рава-Русская,1941-06-27,1944-07-20,50.1314,23.3721
592,Радвилишкис,1941-06-26,1944-07-26,55.8,23.55
593,Радехов,1941-06-22,1944-07-16,50.28278,24.6375
594,Раздельная,1941-08-10,1944-04-04,46.84861,30.07917
595,Раквере,1941-08-07,1944-09-20,59.35,26.35
596,Резекне,1941-07-04,1944-07-27,56.50667,27.33083
597,Рени,1941-07-19,1944-08-26,45.45,28.28333
598,Речица,1941-08-23,1943-11-17,52.36389,30.39472
599,Ржев,1941-10-14,1943-03-03,56.2655833,34.3275694
600,Рибшево,1941-07-15,1943-09-15,55.2547,32.0659
601,Юрмала,1941-06-29,1944-10-17,56.97222,23.79694
602,Ровеньки,1942-07-20,1943-02-17,48.08333,39.36667
603,Ровно,1941-06-28,1944-02-02,50.61972,26.25139
604,Рогатин,1941-07-02,1944-07-23,49.25,24.37
605,Рокишкис,1941-06-27,1944-07-31,55.9615778,25.5807028
606,Ромны,1941-09-10,1943-09-16,50.742812790184,33.487908121222
607,Ромодан,1941-09-13,1943-09-18,49.994874945457,33.330730713701
608,Ропша,1941-09-15,1944-01-19,59.729413,29.86239
609,Рославль,1941-08-03,1943-09-25,53.94917,32.85694
610,Россошь,1942-07-07,1943-01-16,50.2,39.58333
611,Рубежное,1942-07-10,1943-01-31,49.01667,38.36667
612,Рудки,1941-06-28,1944-07-26,49.65306,23.48806
613,Рудня,1941-07-14,1943-09-29,54.57,31.04
614,Руиена,1941-07-05,1944-09-24,57.89694,25.32611
615,Руза,.1941.-.1-02,1942-01-17,55.69889,36.19528
616,Рыбница,1941-08-05,1944-03-30,47.76639,29.00111
617,Рыльск,1941-10-05,1943-08-31,51.56667,34.68333
618,Сабиле,1941-07-03,1945-05-09,57.04583,22.57278
619,Салацгрива,1941-07-04,1944-09-25,57.74944,24.35861
620,Салдус,1941-06-29,1945-05-08,56.66667,22.49361
621,Сальск,1942-07-31,1943-01-22,46.48333,41.53333
622,Самбор,1941-06-29,1944-08-07,49.51667,23.2
623,Сарны,1941-07-08,1944-01-11,51.32694,26.63306
624,Сватово,1942-07-09,1943-01-31,49.40917,38.16194
625,Свердловск,1942-07-22,1943-02-15,56.83333,60.58333
626,Себеж,1941-07-09,1944-07-17,56.28333,28.48333
627,Севастополь,1942-07-03,1944-05-09,44.6,33.53333
628,Сенно,1941-07-05,1944-06-25,54.8,29.7
629,Серафимович,1942-08-03,1942-08-27,49.35,42.44
630,Кадиевка,1942-07-12,1943-09-03,48.54722,38.63611
631,Сигулда,1941-07-03,1944-10-07,57.15389,24.85444
632,Симферополь,1941-11-01,1944-04-13,44.94806,34.10417
633,Синди,1941-07-09,1944-09-23,58.2402,24.4003
634,Синельниково,1941-10-02,1943-09-21,48.31778,35.51194
635,Скалат,1941-07-05,1944-03-21,49.43333,25.98333
636,Славута,1941-07-04,1944-01-15,50.30278,26.86833
637,Слоним,1941-06-26,1944-07-10,53.08333,25.31667
638,Павловск,1941-09-17,1944-01-24,59.41,30.26
639,Слуцк,1941-06-26,1944-06-30,53.01667,27.55
640,Смела,1941-08-04,1944-01-29,49.21667,31.86667
641,Смилтене,1941-07-04,1944-09-23,57.42417,25.90639
642,Смоленск,1941-07-16,1943-09-25,54.78278,32.04528
643,Сморгонь,1941-06-25,1944-07-04,54.48361,26.4
644,Снежное,1941-10-31,1943-09-01,48.01667,38.76667
645,Снятын,1941-07-06,1944-03-29,48.45,25.56667
646,Сокаль,1941-06-22,1944-07-19,50.48333,24.28333
647,Солнечногорск,1941-11-23,1941-12-12,56.18444,36.995
648,Сороки,1941-07-15,1944-03-17,48.0921,28.1751
649,Сортавала,1941-08-15,1944-09-24,61.7,30.66667
650,Спас-Деменск,1941-10-04,1943-08-13,54.2435,34.0108
651,Донецк,1941-10-21,1943-09-08,48.00889,37.8
652,Новомосковск,1941-11-22,1941-12-11,54.02,38.16
653,Ивано-франковск,1941-07-02,1944-07-27,48.92278,24.71056
654,Старая Русса,1941-08-09,1944-02-18,57.59,31.21
655,Старица,1941-10-12,1942-01-01,56.31,34.56
656,Старобельск,1942-07-12,1943-01-23,49.26667,38.91667
657,Стародуб,1941-08-18,1943-09-22,52.58333,32.76667
658,Староконстантинов,1941-07-08,1944-03-09,49.75556,27.22083
659,Старые Дороги,1941-06-28,1944-06-28,53.0222,28.1554
660,Старый Крым,1941-11-02,1944-04-13,45.0145,35.0519
661,Старый Самбор,1941-06-30,1944-08-08,49.26,23.0
662,Столбцы,1941-06-28,1944-07-02,53.48333,26.73333
663,Столин,1941-07-12,1944-07-07,51.88333,26.85
664,Сторожинец,1941-07-04,1944-03-29,48.15972,25.715
665,Стренчи,1941-07-04,1944-09-24,57.62722,25.685
666,Стрый,1941-07-01,1944-08-05,49.15,23.51
667,Субате,1941-06-28,1944-07-31,56.00361,25.90556
668,Суджа,1941-10-18,1943-03-03,51.190694,35.27083
669,Судовая вишня,1941-06-27,1944-07-24,49.78917,23.37222
670,Сумы,1941-10-10,1943-09-02,50.906799260254,34.799235424162
671,Суоярви,1941-08-21,1944-07-13,62.08333,32.36667
672,Сураж,1941-08-17,1943-09-25,53.01667,32.4
673,Сууре-Яани,1941-07-11,1944-09-23,58.32,25.28
674,Сухиничи,1941-10-07,1942-01-29,54.1,35.35
675,Сычевка,1941-10-10,1943-03-08,55.83333,34.28333
676,Таганрог,1941-10-17,1943-08-30,47.23917,38.88333
677,Талсы,1941-07-03,1945-05-09,57.24472,22.58889
678,Тальное,1941-07-29,1944-03-09,48.8862861,30.7027056
679,Тапа,1941-08-04,1944-09-21,59.16,25.57
680,Тернополь,1941-07-03,1944-04-14,49.56667,25.6
681,Тарту,1941-07-24,1944-08-25,58.36667,26.71667
682,Таруса,1941-10-24,1941-12-19,54.71667,37.18333
683,Таураге,1941-06-22,1944-10-10,55.25139,22.29028
684,Тельшяй,1941-06-25,1944-10-08,55.98611,22.25278
685,Темрюк,1942-08-24,1943-09-27,45.26667,37.38333
686,Тирасполь,1941-08-08,1944-04-12,46.84028,29.64333
687,Тихвин,1941-11-08,1941-12-09,59.644213,33.542105
688,Тихорецк,1942-08-05,1943-01-30,45.85,40.11667
689,Торопец,1941-08-29,1942-01-21,56.5,31.63333
690,Тосно,1941-08-28,1944-01-26,59.541179,30.875006
691,Тракай,1941-06-24,1944-07-12,54.63333,24.93333
692,Теребовля,1941-07-05,1944-03-22,49.3,25.7
693,Трубчевск,1941-10-09,1943-09-18,52.58333,33.76667
694,Тульчин,1941-07-23,1944-03-15,48.67444,28.84972
695,Турка,1941-06-27,1944-09-26,49.0916,23.0148
696,Тырва,1941-07-07,1944-09-19,58,25.91667
697,Тюри,1941-07-25,1944-09-22,58.48,25.25
698,Узловая,1941-11-21,1941-12-14,53.9791417,38.1600833
699,Укмерге,1941-06-24,1944-07-24,55.26667,24.75
700,Унгены,1941-07-02,1944-08-22,47.20417,27.79583
701,Унеча,1941-08-17,1943-09-23,52.85,32.68333
702,Урицк,1941-09-19,1944-01-20,59.5,30.11
703,Устилуг,1941-06-23,1944-07-21,50.86,24.15
704,Утена,1941-06-25,1944-07-09,55.5,25.60278
705,Высоцк,1941-08-26,1944-06-27,60.625604,28.568277
706,Фалешты,1941-07-04,1944-03-27,47.57361,27.70917
707,Фастов,1941-07-21,1943-11-07,50.07472,29.91806
708,Фатеж,1941-10-22,1943-02-07,52.08944,35.85889
709,Хаапсалу,1941-07-09,1944-09-24,58.95,23.53333
710,Харцызск,1941-10-23,1943-09-05,48.03333,38.15
711,Херсон,1941-08-19,1944-03-13,46.6425,32.625
712,Хорол,1941-09-13,1943-09-19,49.784030560289,33.258861027996
713,Хотин,1941-07-08,1944-04-03,48.50778,26.485972
714,Хаапсалу,1941-07-09,1944-09-24,58.95,23.53333
715,Харцызск,1941-10-23,1943-09-05,48.03333,38.15
716,Херсон,1941-08-19,1944-03-13,46.6425,32.625
717,Хорол,1941-09-13,1943-09-19,49.784030560289,33.258861027996
718,Хотин,1941-07-08,1944-04-03,48.50778,26.485972
719,Цесис,1941-07-04,1944-09-26,57.31306,25.27472
720,Часов Яр,1941-10-28,1943-09-05,48.34,37.5
721,Червень,1941-07-02,1944-07-02,53.70778,28.43222
722,Чериков,1941-07-17,1943-10-01,53.56667,31.36667
723,Черкассы,1941-08-22,1943-12-14,49.44444,32.05972
724,Черкесск,1942-08-11,1943-01-17,44.213888,42.04431
725,Чернигов,1941-09-09,1943-09-21,51.5,31.3
726,Чернобыль,1941-08-26,1943-11-16,51.26667,30.21667
727,Черновцы,1941-07-05,1944-03-29,48.29083,25.93444
728,Чортков,1941-07-06,1944-03-23,49.01667,25.8
729,Торез,1941-10-31,1943-09-02,48.0124,38.3745
730,Чудово,1941-08-20,1944-01-29,59.12806,31.65917
731,Шакяй,1941-06-22,1944-10-10,54.95556,23.04444
732,Шяуляй,1941-06-26,1944-07-27,55.92806,23.31667
733,Шахты,1942-07-21,1943-02-12,47.7122111,40.2083694
734,Швенчёнеляй,1941-06-26,1944-07-08,55.16667,26
735,Швенчёнис,1941-06-27,1944-07-07,55.13333,26.15556
736,Шебекино,1942-06-14,1943-02-09,50.40778,36.89694
737,Шедува,1941-06-26,1944-07-26,55.76667,23.75
738,Шепетовка,1941-07-05,1944-02-11,50.18333,27.06667
739,Шклов,1941-07-12,1944-06-27,54.20833,30.28694
740,Петрокрепость,1941-09-08,1943-01-18,59.5739,31.0143
741,Шостка,1941-08-27,1943-09-03,51.863015738937,33.489988774516
742,Шпола,1941-07-31,1944-01-27,49,31.39
743,Шумское,1941-07-02,1944-02-26,50.11944,26.11667
744,Щекино,1941-10-28,1941-12-17,54,37.51667
745,Щигры,1941-11-21,1943-02-05,51.88111,36.90306
746,Щорс,1941-09-03,1943-09-21,51.49,31.57
747,Элиста,1942-08-12,1942-12-31,46.31667,44.26667
748,Элва,1941-07-10,1944-08-25,58.23333,26.41667
749,Светогорск,1941-08-21,1944-09-24,61.10833,28.85833
750,Юрбаркас,1941-06-22,1944-10-09,55.077876092073,22.775606513463
751,Юхнов,1941-10-05,1942-03-05,54.75,35.23333
752,Яворов,1941-06-26,1944-07-23,49.94694,23.39306
753,Ясиноватая,1941-10-22,1943-09-07,48.11667,37.83333
754,Яунелгава,1941-07-01,1944-09-18,56.6175,25.08139
755,Наро-Фоминск,1941-10-22,1941-12-26,55.23,36.44
756,Одесса,1941-10-16,1944-04-10,46.48611,30.72778
757,Умань,1941-07-30,1944-03-10,48.75,30.21667
758,Смалининкай,1941-06-22,1944-10-09,55.075,22.57778
759,Биржай,1941-06-27,1944-07-30,56.2,24.75
760,Тацинский,1942-07-16,1942-12-24,48.19694,41.27306
